product_id,name,category,brand,price,stock,rating,created_at
P00258,Tomato Sauce 400g - White,Groceries,Pure&Simple,27.36,1367,4.8,2025-08-06
P00259,Pasta Fusilli 500g - Black,Groceries,Everfarm,32.26,436,4.0,2024-12-28
P00260,Arabica Coffee Beans 1kg - Green,Groceries,FreshField,18.68,832,4.0,2024-06-16
P00261,Sea Salt 500g - Green,Groceries,DailyChoice,13.10,1441,4.5,2025-08-13
P00262,Green Tea 50 bags XL,Groceries,GreenVale,15.17,1889,3.7,2025-08-07
P00263,Honey 500g - Black,Groceries,Pure&Simple,1.73,1775,4.2,2024-06-13
P00264,Almonds 200g,Groceries,DailyChoice,3.59,300,4.1,2025-04-08
P00265,Granola 750g - White,Groceries,DailyChoice,30.38,1109,4.3,2025-02-17
P00266,Dark Chocolate 85% 100g - White,Groceries,Pure&Simple,15.75,583,3.5,2024-09-22
P00267,Dark Chocolate 85% 100g - White,Groceries,SunHarvest,22.69,774,4.9,2025-05-06
P00268,Pasta Fusilli 500g - Silver,Groceries,DailyChoice,38.97,495,3.9,2024-06-12
P00269,Tomato Sauce 400g L - Black,Groceries,GreenVale,16.03,555,3.9,2025-09-11
P00270,Sea Salt 500g,Groceries,SunHarvest,26.67,1700,4.1,2025-04-22
P00271,Almonds 200g Max,Groceries,Everfarm,26.28,1890,3.1,2025-10-08
P00272,Olive Oil 1L - Silver,Groceries,DailyChoice,5.41,1364,4.1,2024-06-27
P00273,Tomato Sauce 400g Max,Groceries,GreenVale,10.80,1406,4.7,2024-11-02
P00274,Almonds 200g - Graphite,Groceries,DailyChoice,28.17,1159,3.5,2025-02-14
P00275,Granola 750g Plus,Groceries,SunHarvest,32.53,1132,4.5,2024-12-24
P00276,Granola 750g,Groceries,Pure&Simple,39.66,691,4.5,2025-04-06
P00277,Almonds 200g Max - White,Groceries,Everfarm,7.20,388,3.7,2025-10-06
P00278,Sea Salt 500g - White,Groceries,Pure&Simple,24.16,1139,3.3,2024-06-13
P00279,Honey 500g,Groceries,DailyChoice,13.03,353,3.4,2024-08-02
P00280,Arabica Coffee Beans 1kg,Groceries,SunHarvest,3.09,968,3.6,2024-08-21
P00281,Honey 500g Max,Groceries,DailyChoice,34.67,878,5.0,2025-01-17
P00282,Arabica Coffee Beans 1kg,Groceries,SunHarvest,36.58,994,4.6,2024-11-05
P00283,Dark Chocolate 85% 100g L - Red,Groceries,FreshField,20.34,1732,4.4,2025-07-08
P00284,Organic Oat Milk 1L Max,Groceries,FreshField,5.33,1974,5.0,2024-05-01
P00285,Green Tea 50 bags,Groceries,Pure&Simple,3.68,1313,4.9,2024-06-06
P00286,Green Tea 50 bags,Groceries,SunHarvest,32.88,211,4.0,2025-02-21
P00287,Sea Salt 500g,Groceries,Everfarm,16.29,1547,5.0,2025-09-17
P00288,Organic Oat Milk 1L 2.0,Groceries,Pure&Simple,6.86,1711,3.5,2024-10-19
P00289,Green Tea 50 bags,Groceries,SunHarvest,38.07,1086,3.0,2024-11-30
P00290,Honey 500g Max S,Groceries,DailyChoice,36.37,434,3.9,2025-01-08
P00291,Honey 500g - Black,Groceries,SunHarvest,28.21,1568,4.4,2025-07-27
P00292,Basmati Rice 1kg,Groceries,GreenVale,2.33,1397,4.0,2024-08-01
P00293,Granola 750g 2.0 - Blue,Groceries,DailyChoice,37.53,1238,3.4,2025-02-08
P00294,Dark Chocolate 85% 100g M - Black,Groceries,GreenVale,28.28,1921,3.3,2024-09-17
P00295,Sea Salt 500g Max XL - Silver,Groceries,DailyChoice,37.43,689,3.6,2025-08-01
P00296,Green Tea 50 bags - Black,Groceries,FreshField,17.03,583,3.9,2025-03-05
P00297,Arabica Coffee Beans 1kg Plus - Blue,Groceries,DailyChoice,17.32,1462,3.2,2025-05-27
P00298,Organic Oat Milk 1L Plus M,Groceries,DailyChoice,15.99,1424,3.7,2025-06-27
P00299,Arabica Coffee Beans 1kg Max XL - Silver,Groceries,DailyChoice,22.38,1517,4.6,2024-07-13
P00300,Dark Chocolate 85% 100g Max S - Silver,Groceries,SunHarvest,10.67,1385,4.5,2025-10-10
P00301,Wireless Mouse XL,Office,DeskPro,375.27,13,4.9,2024-07-13
P00302,Whiteboard Markers (8-pack) Plus XL,Office,DeskPro,325.48,613,4.0,2025-05-25
P00303,Whiteboard Markers (8-pack) Plus,Office,DeskPro,63.58,52,5.0,2025-05-08
P00304,Wireless Mouse S,Office,InkFlow,291.38,757,3.4,2024-10-03
P00305,Office Scissors,Office,WriteRight,13.71,220,4.2,2024-06-14
P00306,A4 Copy Paper 500 sheets - Silver,Office,ErgoCraft,417.10,725,4.5,2024-10-29
P00307,Ergonomic Chair Lite M,Office,PaperMint,255.20,155,4.2,2024-12-31
P00308,Gel Pens (10-pack),Office,PaperMint,345.16,510,3.3,2025-10-15
P00309,Binder 5cm,Office,InkFlow,107.18,352,4.2,2024-09-11
P00310,Laptop Stand XL,Office,DeskPro,374.78,372,3.3,2025-01-10
P00311,Laptop Stand,Office,WriteRight,113.70,743,5.0,2025-07-24
P00312,Gel Pens (10-pack),Office,PaperMint,106.07,532,4.3,2025-03-31
P00313,Ergonomic Chair XL,Office,PaperMint,157.04,583,4.6,2025-02-19
P00314,Ergonomic Chair - Red,Office,WriteRight,383.04,896,4.2,2025-08-28
P00315,Fountain Pen,Office,WriteRight,470.73,386,4.1,2025-05-01
P00316,Fountain Pen,Office,InkFlow,283.19,366,3.3,2025-04-11
P00317,Laptop Stand,Office,InkFlow,402.72,796,4.7,2024-09-25
P00318,Binder 5cm Pro,Office,WriteRight,179.74,574,5.0,2025-05-08
P00319,Sticky Notes (12 pads) Lite,Office,DeskPro,11.96,359,3.8,2025-08-23
P00320,Desk Lamp LED - White,Office,ErgoCraft,254.81,716,5.0,2024-08-28
P00321,Fountain Pen 2.0 - Blue,Office,StapleStar,299.24,552,4.1,2025-01-30
P00322,Wireless Mouse,Office,InkFlow,377.43,285,4.5,2024-05-05
P00323,Laptop Stand - Blue,Office,DeskPro,474.00,189,4.4,2025-02-20
P00324,Whiteboard Markers (8-pack) L,Office,InkFlow,442.41,856,4.9,2025-06-03
P00325,Laptop Stand,Office,WriteRight,289.77,852,3.9,2024-12-25
P00326,Ergonomic Chair Plus,Office,StapleStar,15.40,234,3.5,2024-09-27
P00327,Fountain Pen,Office,PaperMint,444.00,375,3.1,2025-03-21
P00328,Laptop Stand Pro - Blue,Office,StapleStar,146.01,851,4.9,2025-04-27
P00329,Whiteboard Markers (8-pack),Office,PaperMint,55.79,341,4.4,2024-10-11
P00330,Notebook A5 Dotted,Office,InkFlow,449.83,604,3.9,2024-05-13
P00331,Gel Pens (10-pack) Max,Office,WriteRight,264.97,116,3.1,2025-09-20
P00332,A4 Copy Paper 500 sheets,Office,WriteRight,387.81,461,3.6,2025-03-03
P00333,Notebook A5 Dotted 2.0 - White,Office,PaperMint,482.02,445,4.2,2025-08-30
P00334,Laptop Stand Max L,Office,InkFlow,223.74,514,2.4,2025-02-23
P00335,Wireless Mouse M,Office,StapleStar,87.62,41,3.8,2025-08-05
P00336,Notebook A5 Dotted,Office,InkFlow,293.54,20,4.6,2025-05-07
P00337,Whiteboard Markers (8-pack) Lite,Office,WriteRight,180.91,403,3.4,2024-12-31
P00338,A4 Copy Paper 500 sheets,Office,DeskPro,33.80,488,5.0,2025-03-07
P00339,Binder 5cm L,Office,DeskPro,322.87,41,3.2,2025-02-25
P00340,Whiteboard Markers (8-pack) Max,Office,WriteRight,140.72,406,4.1,2024-06-10
P00341,Ergonomic Chair S,Office,ErgoCraft,436.59,658,3.5,2025-05-06
P00342,Ergonomic Chair,Office,WriteRight,11.92,598,3.9,2024-04-29
P00343,Ergonomic Chair,Office,InkFlow,140.77,805,5.0,2025-01-25
P00344,Laptop Stand,Office,PaperMint,407.77,783,4.3,2024-12-03
P00345,Binder 5cm Pro,Office,WriteRight,483.72,293,3.7,2025-04-20
P00346,Desk Lamp LED Pro - Blue,Office,ErgoCraft,361.23,41,3.7,2024-05-30
P00347,Laptop Stand,Office,WriteRight,301.63,890,5.0,2024-10-28
P00348,Laptop Stand,Office,PaperMint,487.10,160,3.8,2025-08-17
P00349,A4 Copy Paper 500 sheets,Office,WriteRight,159.02,512,3.4,2024-08-29
P00350,Office Scissors Pro,Office,StapleStar,80.20,625,4.4,2025-08-27
P00351,Notebook A5 Dotted - Green,Office,WriteRight,215.47,482,3.4,2024-09-28
P00352,A4 Copy Paper 500 sheets - Blue,Office,ErgoCraft,407.61,155,2.7,2025-03-23
P00353,Sticky Notes (12 pads) 2.0,Office,StapleStar,432.63,314,4.0,2024-08-28
P00354,Notebook A5 Dotted Lite - Black,Office,DeskPro,303.51,348,3.5,2024-07-13
P00355,Office Scissors - Black,Office,PaperMint,280.93,820,3.6,2024-08-06
P00356,Sticky Notes (12 pads),Office,WriteRight,111.77,710,4.3,2025-07-31
P00357,Fountain Pen S - Red,Office,PaperMint,128.95,772,3.5,2025-04-04
P00358,Fountain Pen - Red,Office,StapleStar,320.53,442,3.0,2025-08-18
P00359,Desk Lamp LED,Office,DeskPro,353.47,644,3.9,2025-05-16
P00360,Sticky Notes (12 pads) 2.0,Office,StapleStar,478.13,843,4.1,2025-07-09
P00361,Sticky Notes (12 pads) - White,Office,PaperMint,363.32,127,4.4,2025-05-06
P00362,Ergonomic Chair,Office,DeskPro,281.69,112,3.5,2025-10-17
P00363,Notebook A5 Dotted Plus,Office,WriteRight,214.26,864,5.0,2024-10-30
P00364,Whiteboard Markers (8-pack) Max - Blue,Office,DeskPro,33.05,689,4.6,2025-02-24
P00365,Laptop Stand - Blue,Office,PaperMint,149.04,588,5.0,2024-11-03
P00366,Whiteboard Markers (8-pack),Office,StapleStar,30.94,173,3.6,2025-03-19
P00367,Laptop Stand Max,Office,DeskPro,278.59,167,3.7,2024-12-18
P00368,Whiteboard Markers (8-pack),Office,DeskPro,440.39,827,3.6,2025-01-22
P00369,Desk Lamp LED Pro,Office,ErgoCraft,479.67,730,4.8,2024-09-06
P00370,A4 Copy Paper 500 sheets,Office,DeskPro,461.91,125,3.7,2025-03-14
P00371,Fountain Pen Lite,Office,ErgoCraft,212.90,504,2.7,2025-10-15
P00372,Binder 5cm,Office,PaperMint,210.97,868,3.6,2024-09-14
P00373,Gel Pens (10-pack) Lite,Office,WriteRight,10.02,259,3.3,2025-10-05
P00374,Desk Lamp LED L - Red,Office,DeskPro,258.07,16,4.1,2024-06-14
P00375,Notebook A5 Dotted 2.0,Office,StapleStar,369.43,32,4.4,2025-01-10
P00376,Fountain Pen,Office,ErgoCraft,235.63,14,4.6,2024-06-12
P00377,Sticky Notes (12 pads) Pro,Office,StapleStar,172.52,417,3.6,2025-04-26
P00378,Wireless Mouse,Office,PaperMint,240.21,873,4.5,2025-08-08
P00379,Ergonomic Chair - Graphite,Office,StapleStar,290.36,368,4.2,2025-02-19
P00380,Gel Pens (10-pack) 2.0,Office,WriteRight,162.49,421,3.4,2024-12-12
P00381,Binder 5cm,Office,InkFlow,23.21,536,2.9,2024-10-02
P00382,Laptop Stand Lite,Office,DeskPro,7.53,637,4.6,2024-06-14
P00383,Laptop Stand Plus XL,Office,InkFlow,425.24,84,3.9,2024-07-14
P00384,Binder 5cm - Graphite,Office,ErgoCraft,424.25,273,3.4,2025-02-23
P00385,Ergonomic Chair,Office,ErgoCraft,159.54,323,4.8,2024-05-02
P00386,Gel Pens (10-pack) Max - Blue,Office,PaperMint,338.80,20,2.7,2024-11-01
P00387,Wireless Mouse - Green,Office,InkFlow,376.69,240,3.4,2025-05-08
P00388,Sticky Notes (12 pads),Office,WriteRight,369.50,288,4.9,2025-09-21
P00389,Office Scissors,Office,StapleStar,186.82,340,4.6,2024-12-21
P00390,Wireless Mouse Plus XL,Office,StapleStar,189.27,304,3.5,2025-05-24
P00391,Laptop Stand - White,Office,PaperMint,476.86,571,3.8,2025-02-16
P00392,Wireless Mouse Plus,Office,DeskPro,364.48,596,3.6,2024-12-16
P00393,Whiteboard Markers (8-pack),Office,InkFlow,415.87,2,3.4,2025-05-16
P00394,Gel Pens (10-pack) XL,Office,ErgoCraft,271.79,258,3.4,2025-09-08
P00395,Notebook A5 Dotted,Office,WriteRight,174.57,821,4.1,2025-01-09
P00396,Gel Pens (10-pack) - Silver,Office,StapleStar,262.67,83,3.8,2025-04-24
P00397,Ergonomic Chair S,Office,InkFlow,301.66,182,4.6,2025-08-17
P00398,Notebook A5 Dotted 2.0,Office,InkFlow,202.18,404,4.5,2024-09-03
P00399,A4 Copy Paper 500 sheets M - Black,Office,DeskPro,290.11,686,4.1,2024-07-20
P00400,Ergonomic Chair,Office,StapleStar,437.29,808,3.4,2025-02-02
P00401,Toaster 2-slice,Home & Kitchen,CozyNest,439.29,485,4.1,2024-07-22
P00402,Cutlery Set (24 pcs) Pro,Home & Kitchen,CasaNova,688.76,236,2.8,2024-05-22
P00403,Water Filter Jug 2.5L - Blue,Home & Kitchen,CozyNest,454.51,521,3.1,2024-10-18
P00404,Ceramic Mug 350ml,Home & Kitchen,Hearthstone,566.11,100,3.0,2025-02-16
P00405,Air Fryer 4L Pro XL,Home & Kitchen,KitchenCrafter,580.22,359,3.9,2024-09-16
P00406,Pressure Cooker 6L,Home & Kitchen,KitchenCrafter,82.37,372,3.9,2024-06-09
P00407,Pressure Cooker 6L,Home & Kitchen,BrightGlow,356.45,580,4.7,2025-03-29
P00408,Vacuum Cleaner Lite S,Home & Kitchen,Hearthstone,185.73,368,3.6,2025-03-09
P00409,Glass Storage Set (10 pcs) Lite L - Blue,Home & Kitchen,Hearthstone,498.48,500,4.1,2024-09-24
P00410,Vacuum Cleaner,Home & Kitchen,KitchenCrafter,640.77,117,4.4,2024-05-23
P00411,Air Fryer 4L - Red,Home & Kitchen,CozyNest,598.29,287,3.9,2025-08-05
P00412,Glass Storage Set (10 pcs),Home & Kitchen,KitchenCrafter,187.39,242,4.5,2024-10-08
P00413,Electric Kettle 1.7L Lite,Home & Kitchen,KitchenCrafter,276.75,496,4.2,2024-12-12
P00414,Pressure Cooker 6L,Home & Kitchen,CozyNest,594.08,149,4.2,2024-06-03
P00415,Blender 1.5L Lite,Home & Kitchen,CozyNest,258.79,45,4.5,2025-04-29
P00416,Cutlery Set (24 pcs) - Graphite,Home & Kitchen,Hearthstone,130.55,7,3.3,2025-10-18
P00417,Toaster 2-slice,Home & Kitchen,AquaPure,27.04,109,3.5,2025-01-08
P00418,Ceramic Mug 350ml,Home & Kitchen,BrightGlow,441.46,200,5.0,2024-08-16
P00419,Air Fryer 4L Pro XL - Graphite,Home & Kitchen,AquaPure,313.05,343,5.0,2024-10-08
P00420,Stainless Steel Pan 28cm,Home & Kitchen,BrightGlow,131.87,60,3.6,2024-06-08
P00421,Cutlery Set (24 pcs) M - Blue,Home & Kitchen,AquaPure,328.59,367,5.0,2025-05-01
P00422,Vacuum Cleaner Lite,Home & Kitchen,CasaNova,187.63,295,3.2,2024-06-15
P00423,Cutlery Set (24 pcs),Home & Kitchen,Hearthstone,402.08,494,3.8,2024-12-05
P00424,Pressure Cooker 6L,Home & Kitchen,KitchenCrafter,540.23,108,3.4,2025-09-26
P00425,Cutlery Set (24 pcs),Home & Kitchen,Hearthstone,462.70,372,3.9,2024-07-19
P00426,Water Filter Jug 2.5L Plus,Home & Kitchen,Hearthstone,173.86,223,3.6,2025-05-05
P00427,Air Fryer 4L,Home & Kitchen,CasaNova,572.27,22,3.9,2025-05-01
P00428,Pressure Cooker 6L,Home & Kitchen,Hearthstone,180.18,582,3.8,2024-07-28
P00429,Air Fryer 4L,Home & Kitchen,CasaNova,580.17,120,4.1,2025-05-31
P00430,Electric Kettle 1.7L - Silver,Home & Kitchen,CozyNest,520.63,478,4.3,2025-09-08
P00431,Glass Storage Set (10 pcs),Home & Kitchen,KitchenCrafter,275.47,467,3.9,2025-05-26
P00432,Vacuum Cleaner Plus,Home & Kitchen,AquaPure,199.48,535,4.4,2024-12-30
P00433,Stainless Steel Pan 28cm,Home & Kitchen,AquaPure,166.74,291,2.9,2025-09-24
P00434,Stainless Steel Pan 28cm Pro,Home & Kitchen,BrightGlow,422.13,95,5.0,2024-09-03
P00435,Ceramic Mug 350ml,Home & Kitchen,CozyNest,279.60,251,5.0,2024-12-07
P00436,Glass Storage Set (10 pcs),Home & Kitchen,CozyNest,174.71,544,4.7,2025-01-29
P00437,Glass Storage Set (10 pcs) Plus,Home & Kitchen,Hearthstone,654.48,477,4.0,2025-03-15
P00438,Blender 1.5L - White,Home & Kitchen,CozyNest,535.01,440,3.8,2024-09-30
P00439,Chef Knife 20cm 2.0 - Blue,Home & Kitchen,KitchenCrafter,50.75,176,2.8,2025-05-27
P00440,Pressure Cooker 6L - Green,Home & Kitchen,CasaNova,445.15,360,4.2,2025-04-05
P00441,Blender 1.5L L,Home & Kitchen,KitchenCrafter,572.07,291,3.8,2024-12-29
P00442,Toaster 2-slice,Home & Kitchen,KitchenCrafter,205.93,41,4.5,2024-08-04
P00443,Glass Storage Set (10 pcs),Home & Kitchen,Hearthstone,308.16,510,3.5,2024-10-26
P00444,Blender 1.5L Plus,Home & Kitchen,KitchenCrafter,356.08,335,3.5,2024-11-30
P00445,Blender 1.5L Lite,Home & Kitchen,AquaPure,145.83,336,2.6,2024-08-19
P00446,Toaster 2-slice Lite,Home & Kitchen,BrightGlow,612.13,32,3.7,2025-04-10
P00447,Stainless Steel Pan 28cm L,Home & Kitchen,BrightGlow,297.10,88,3.6,2024-05-13
P00448,Ceramic Mug 350ml,Home & Kitchen,BrightGlow,59.74,586,3.5,2025-07-11
P00449,Blender 1.5L,Home & Kitchen,CozyNest,51.54,100,4.1,2025-05-27
P00450,Toaster 2-slice Max L,Home & Kitchen,CozyNest,148.36,3,3.9,2025-01-19
P00451,Blender 1.5L Max,Home & Kitchen,AquaPure,691.34,199,4.2,2025-03-30
P00452,Cutlery Set (24 pcs) 2.0,Home & Kitchen,Hearthstone,143.94,402,3.4,2024-11-01
P00453,Vacuum Cleaner S - Silver,Home & Kitchen,KitchenCrafter,620.50,552,3.8,2025-05-22
P00454,Blender 1.5L,Home & Kitchen,BrightGlow,453.88,452,4.2,2024-06-07
P00455,Cutlery Set (24 pcs),Home & Kitchen,BrightGlow,365.80,309,4.5,2024-11-17
P00456,Toaster 2-slice M,Home & Kitchen,Hearthstone,170.10,173,3.2,2025-06-05
P00457,Pressure Cooker 6L Pro S,Home & Kitchen,CasaNova,318.14,74,3.7,2024-07-18
P00458,Glass Storage Set (10 pcs) XL,Home & Kitchen,KitchenCrafter,100.37,530,3.1,2024-08-20
P00459,Cutlery Set (24 pcs),Home & Kitchen,CozyNest,228.94,289,4.3,2024-12-15
P00460,Cutlery Set (24 pcs) Lite - Silver,Home & Kitchen,KitchenCrafter,386.37,489,5.0,2025-07-13
P00461,Air Fryer 4L,Home & Kitchen,BrightGlow,27.29,314,4.5,2025-08-30
P00462,Vacuum Cleaner,Home & Kitchen,KitchenCrafter,432.95,47,5.0,2025-08-15
P00463,Electric Kettle 1.7L,Home & Kitchen,BrightGlow,120.85,537,4.6,2025-04-28
P00464,Vacuum Cleaner Pro,Home & Kitchen,AquaPure,270.29,433,3.3,2024-12-17
P00465,Toaster 2-slice - White,Home & Kitchen,BrightGlow,241.97,85,4.2,2025-06-28
P00466,Electric Kettle 1.7L L,Home & Kitchen,KitchenCrafter,657.73,385,3.1,2024-12-13
P00467,Glass Storage Set (10 pcs) XL - White,Home & Kitchen,CasaNova,541.02,508,5.0,2025-06-27
P00468,Ceramic Mug 350ml,Home & Kitchen,CozyNest,613.25,347,3.7,2025-09-07
P00469,Toaster 2-slice L,Home & Kitchen,KitchenCrafter,475.19,594,4.6,2025-10-05
P00470,Air Fryer 4L - Black,Home & Kitchen,KitchenCrafter,552.19,505,2.2,2025-02-10
P00471,Toaster 2-slice,Home & Kitchen,Hearthstone,626.54,85,4.5,2024-06-19
P00472,Chef Knife 20cm Plus - White,Home & Kitchen,KitchenCrafter,601.92,276,3.2,2024-06-18
P00473,Chef Knife 20cm,Home & Kitchen,BrightGlow,465.78,153,4.5,2025-03-29
P00474,Chef Knife 20cm Plus,Home & Kitchen,BrightGlow,245.50,589,4.3,2024-09-23
P00475,Stainless Steel Pan 28cm Pro - Black,Home & Kitchen,AquaPure,672.47,201,5.0,2024-10-04
P00476,Air Fryer 4L Pro M,Home & Kitchen,KitchenCrafter,268.52,358,4.8,2024-08-20
P00477,Chef Knife 20cm - Silver,Home & Kitchen,CozyNest,499.61,87,4.0,2025-02-06
P00478,Water Filter Jug 2.5L Plus L,Home & Kitchen,CasaNova,387.18,463,5.0,2025-03-03
P00479,Toaster 2-slice Lite,Home & Kitchen,KitchenCrafter,32.66,211,4.0,2025-03-30
P00480,Stainless Steel Pan 28cm Lite,Home & Kitchen,Hearthstone,279.81,508,4.3,2025-06-13
P00481,Stainless Steel Pan 28cm,Home & Kitchen,AquaPure,637.17,312,4.2,2024-09-27
P00482,Ceramic Mug 350ml,Home & Kitchen,KitchenCrafter,300.95,316,3.7,2025-08-02
P00483,Electric Kettle 1.7L,Home & Kitchen,Hearthstone,582.93,207,3.0,2025-04-08
P00484,Water Filter Jug 2.5L M - Silver,Home & Kitchen,Hearthstone,81.39,354,4.3,2025-06-05
P00485,Glass Storage Set (10 pcs) - White,Home & Kitchen,AquaPure,626.74,340,5.0,2025-07-19
P00486,Air Fryer 4L - Black,Home & Kitchen,Hearthstone,327.12,279,4.1,2025-03-18
P00487,Vacuum Cleaner,Home & Kitchen,AquaPure,549.99,43,3.7,2024-09-16
P00488,Blender 1.5L - Green,Home & Kitchen,CasaNova,356.52,256,4.4,2025-10-19
P00489,Cutlery Set (24 pcs),Home & Kitchen,Hearthstone,320.36,578,4.1,2025-08-30
P00490,Electric Kettle 1.7L S,Home & Kitchen,BrightGlow,432.77,41,5.0,2025-02-03
P00491,Toaster 2-slice Plus,Home & Kitchen,Hearthstone,308.19,39,3.8,2024-12-18
P00492,Air Fryer 4L Lite - White,Home & Kitchen,BrightGlow,388.20,174,2.2,2025-09-05
P00493,Ceramic Mug 350ml Pro - Red,Home & Kitchen,AquaPure,398.87,359,3.9,2024-07-22
